EventName,ElapsedTime,Timestamp,SessionID,Version,ButtonClickMessage,CurrentDurationEngaged,DragStartPosition,DragStopPosition,InjuryBodyRegion,InjuryName,InjuryPosition,InjuryRequiredProcedure,InjuryRequiredTreatmentCount,InjuryRequiredTreatmentsApplied,InjurySeverity,InjuryTreatedWithCorrectTreatment,InjuryTreatmentComplete,PatientBreathing,PatientHealthLevel,PatientHealthTimeRemaining,PatientHearing,PatientID,PatientMood,PatientPose,PatientPosition,PatientPulse,PatientRotation,PatientSpO2,PatientTriageLevel,PatientTriageSort,PlayerDirection,PlayerDistanceFromPatient,PlayerLeftHandPosition,PlayerPosition,PlayerRightHandPosition,TagType,TeleportPosition,ToolAttachMessage,ToolAttachParent,ToolCount,ToolMessageSender,ToolType,TotalDurationEngaged,TriageSortCommand,VoiceCaptureCommandDescription,VoiceCaptureMessage,
TOOL_HOVER,-60651,6/3/2025 4:41:30 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Saline,
TOOL_HOVER,-60547,6/3/2025 4:41:30 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Epi Pen,
TOOL_HOVER,-60353,6/3/2025 4:41:30 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Epi Pen,
TOOL_HOVER,-59458,6/3/2025 4:41:31 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Saline,
TOOL_HOVER,-59250,6/3/2025 4:41:32 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Pain Meds,
TOOL_HOVER,-58048,6/3/2025 4:41:33 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Saline,
TOOL_HOVER,-57853,6/3/2025 4:41:33 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Epi Pen,
TOOL_HOVER,-57657,6/3/2025 4:41:33 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Saline,
TOOL_HOVER,-53957,6/3/2025 4:41:37 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Saline,
TOOL_HOVER,-53652,6/3/2025 4:41:37 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Fentanyl Lollipop,
TOOL_HOVER,-53147,6/3/2025 4:41:38 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Epi Pen,
TOOL_HOVER,-52638,6/3/2025 4:41:38 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Epi Pen,
TOOL_HOVER,-52124,6/3/2025 4:41:39 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Epi Pen,
TOOL_HOVER,-51958,6/3/2025 4:41:39 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Fentanyl Lollipop,
TOOL_HOVER,-51458,6/3/2025 4:41:39 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Fentanyl Lollipop,
TOOL_HOVER,-51151,6/3/2025 4:41:40 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Epi Pen,
TOOL_HOVER,-50749,6/3/2025 4:41:40 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,Fentanyl Lollipop,
TOOL_HOVER,-50652,6/3/2025 4:41:40 PM,40dc3411-d769-4a3c-b61f-ccf997bfda7b,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,IV Saline,
