EventName,ElapsedTime,Timestamp,SessionID,Version,ButtonClickMessage,InjuryBodyRegion,InjuryName,InjuryPosition,InjuryRequiredProcedure,InjuryRequiredTreatmentCount,InjuryRequiredTreatmentsApplied,InjurySeverity,InjuryTreatedWithCorrectTreatment,InjuryTreatmentComplete,PatientBreathing,PatientHealthLevel,PatientHealthTimeRemaining,PatientHearing,PatientID,PatientMood,PatientPose,PatientPosition,PatientPulse,PatientRotation,PatientSpO2,PatientTriageLevel,PatientTriageSort,PlayerDirection,PlayerDistanceFromPatient,PlayerLeftHandPosition,PlayerPosition,PlayerRightHandPosition,TagType,TeleportPosition,ToolAttachMessage,ToolAttachParent,ToolCount,ToolMessageSender,ToolType,TriageSortCommand,VoiceCaptureCommandDescription,VoiceCaptureMessage,
SESSION_START,38484,12/16/2024 1:39:32 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,
PATIENT_RECORD,38484,12/16/2024 1:39:32 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,normal,100,Infinity,normal,Springer,upset,supine,"(5.0, 0.0, -5.4)",normal,"(0.0, -1.0, 0.0, 0.2)",normal,IMMEDIATE,still,
INJURY_RECORD,38485,12/16/2024 1:39:32 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,leftArm,L Shoulder Broken,"(5.4, 1.4, -5.5)",splint,1,0,medium,False,False,,,,,Springer,
INJURY_RECORD,38485,12/16/2024 1:39:32 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,chest,R Shoulder Puncture,"(4.9, 1.5, -5.3)",woundpack,3,0,medium,False,False,,,,,Springer,
PATIENT_RECORD,38485,12/16/2024 1:39:32 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,normal,100,Infinity,normal,Upton,upset,supine,"(4.9, 0.0, -9.6)",normal,"(0.0, -0.3, 0.0, 1.0)",normal,IMMEDIATE,still,
INJURY_RECORD,38485,12/16/2024 1:39:32 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,leftArm,L Shoulder Broken,"(4.6, 1.4, -9.8)",splint,1,0,medium,False,False,,,,,Upton,
INJURY_RECORD,38485,12/16/2024 1:39:32 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,chest,R Shoulder Puncture,"(5.0, 1.5, -9.5)",woundpack,3,0,medium,False,False,,,,,Upton,
PATIENT_RECORD,38485,12/16/2024 1:39:32 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,normal,100,128,normal,Squad Member 1,calm,standing,"(1.8, 0.0, -7.3)",normal,"(0.0, -1.0, 0.0, 0.2)",normal,MINIMAL,still,
PATIENT_RECORD,38485,12/16/2024 1:39:32 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,normal,100,Infinity,normal,Squad Member 2,calm,standing,"(6.7, 0.0, -6.0)",normal,"(0.0, -1.0, 0.0, 0.3)",normal,MINIMAL,still,
PATIENT_RECORD,38485,12/16/2024 1:39:32 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,normal,100,128,normal,Squad Member 3,calm,standing,"(6.4, 0.0, -8.6)",normal,"(0.0, -0.5, 0.0, 0.9)",normal,MINIMAL,still,
PATIENT_RECORD,38485,12/16/2024 1:39:32 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,normal,100,Infinity,normal,us_soldier,upset,fetal,"(5.1, 0.0, 10.6)",normal,"(0.0, 0.8, 0.0, 0.6)",normal,IMMEDIATE,still,
INJURY_RECORD,38485,12/16/2024 1:39:32 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,rightLeg,R Calf Puncture,"(5.0, 0.3, 10.5)",tourniquet,1,0,medium,False,False,,,,,us_soldier,
PATIENT_RECORD,38485,12/16/2024 1:39:32 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,normal,100,128,normal,Squad Member 4,calm,standing,"(8.2, 0.0, 9.3)",normal,"(0.0, -0.7, 0.0, 0.7)",normal,MINIMAL,still,
PATIENT_RECORD,38485,12/16/2024 1:39:32 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,normal,100,Infinity,normal,Unharmed Attacker,upset,standing,"(1.6, 0.0, 10.3)",normal,"(0.0, 0.7, 0.0, 0.7)",normal,MINIMAL,still,
PLAYER_POSITIONS,195113,12/16/2024 1:42:08 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.7, 0.7, -9.3)","(5.8, 0.9, -9.5)","(5.6, 0.2, -9.6)",
PLAYER_POSITIONS,195113,12/16/2024 1:42:08 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.7, 0.7, -9.3)","(5.8, 0.9, -9.5)","(5.6, 0.2, -9.6)",
PLAYER_POSITIONS,195628,12/16/2024 1:42:09 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.7, 0.9, -9.3)","(5.8, 1.3, -9.4)","(5.6, 0.7, -9.4)",
PLAYER_POSITIONS,195628,12/16/2024 1:42:09 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.7, 0.9, -9.3)","(5.8, 1.3, -9.4)","(5.6, 0.7, -9.4)",
PLAYER_POSITIONS,196136,12/16/2024 1:42:09 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.8, 1.1, -9.3)","(5.6, 1.5, -9.3)","(5.4, 0.8, -9.4)",
PLAYER_POSITIONS,196136,12/16/2024 1:42:09 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.8, 1.1, -9.3)","(5.6, 1.5, -9.3)","(5.4, 0.8, -9.4)",
PLAYER_POSITIONS,196641,12/16/2024 1:42:10 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.8, 1.3, -9.3)","(5.7, 1.6, -9.3)","(5.6, 0.9, -9.6)",
PLAYER_POSITIONS,196641,12/16/2024 1:42:10 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.8, 1.3, -9.3)","(5.7, 1.6, -9.3)","(5.6, 0.9, -9.6)",
PLAYER_POSITIONS,197166,12/16/2024 1:42:10 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.8, 1.2, -9.2)","(5.7, 1.7, -9.2)","(5.8, 0.9, -9.3)",
PLAYER_GAZE,197166,12/16/2024 1:42:10 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Squad Member 3,,,,,,,,,"(-0.7, 1.7, -0.6)",,,"(6.4, 0.0, -8.6)",
PLAYER_POSITIONS,197166,12/16/2024 1:42:10 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.8, 1.2, -9.2)","(5.7, 1.7, -9.2)","(5.8, 0.9, -9.3)",
PLAYER_GAZE,197166,12/16/2024 1:42:10 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Squad Member 3,,,,,,,,,"(-0.7, 1.7, -0.6)",,,"(6.4, 0.0, -8.6)",
PATIENT_ENGAGED,197192,12/16/2024 1:42:10 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,normal,100,128,normal,Squad Member 3,calm,standing,"(6.4, 0.0, -8.6)",normal,"(0.0, -0.5, 0.0, 0.9)",normal,MINIMAL,still,
PLAYER_POSITIONS,197693,12/16/2024 1:42:11 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.8, 1.3, -9.1)","(5.6, 1.7, -9.1)","(5.8, 0.9, -9.4)",
PLAYER_POSITIONS,197693,12/16/2024 1:42:11 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.8, 1.3, -9.1)","(5.6, 1.7, -9.1)","(5.8, 0.9, -9.4)",
PLAYER_POSITIONS,198216,12/16/2024 1:42:11 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.7, 1.3, -9.1)","(5.6, 1.7, -9.1)","(5.7, 0.8, -9.5)",
PLAYER_POSITIONS,198216,12/16/2024 1:42:11 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.7, 1.3, -9.1)","(5.6, 1.7, -9.1)","(5.7, 0.8, -9.5)",
PLAYER_POSITIONS,198740,12/16/2024 1:42:12 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.7, 1.2, -9.0)","(5.5, 1.7, -9.1)","(5.8, 1.0, -9.2)",
PLAYER_POSITIONS,198740,12/16/2024 1:42:12 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.7, 1.2, -9.0)","(5.5, 1.7, -9.1)","(5.8, 1.0, -9.2)",
BAG_CLOSED,199072,12/16/2024 1:42:12 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0.0, 0.0, 0.0)",
PLAYER_POSITIONS,199268,12/16/2024 1:42:13 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.6, 1.2, -9.0)","(5.4, 1.7, -9.0)","(5.7, 1.0, -9.1)",
PLAYER_POSITIONS,199268,12/16/2024 1:42:13 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.6, 1.2, -9.0)","(5.4, 1.7, -9.0)","(5.7, 1.0, -9.1)",
PLAYER_POSITIONS,199797,12/16/2024 1:42:13 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 1.2, -8.9)","(5.1, 1.7, -9.0)","(5.3, 1.0, -9.0)",
PLAYER_POSITIONS,199797,12/16/2024 1:42:13 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 1.2, -8.9)","(5.1, 1.7, -9.0)","(5.3, 1.0, -9.0)",
PLAYER_POSITIONS,200314,12/16/2024 1:42:14 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.3, 1.2, -9.0)","(5.1, 1.6, -9.1)","(5.3, 1.2, -9.2)",
PLAYER_POSITIONS,200314,12/16/2024 1:42:14 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.3, 1.2, -9.0)","(5.1, 1.6, -9.1)","(5.3, 1.2, -9.2)",
PLAYER_POSITIONS,200815,12/16/2024 1:42:14 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.3, 1.2, -9.1)","(5.1, 1.6, -9.2)","(5.2, 1.1, -9.4)",
PLAYER_GAZE,200815,12/16/2024 1:42:14 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.2, 1.6, 0.4)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,200815,12/16/2024 1:42:14 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.3, 1.2, -9.1)","(5.1, 1.6, -9.2)","(5.2, 1.1, -9.4)",
PLAYER_GAZE,200815,12/16/2024 1:42:14 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.2, 1.6, 0.4)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,201341,12/16/2024 1:42:15 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 1.2, -9.2)","(5.1, 1.6, -9.2)","(5.0, 1.2, -9.5)",
PLAYER_GAZE,201341,12/16/2024 1:42:15 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.2, 1.6, 0.3)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,201341,12/16/2024 1:42:15 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 1.2, -9.2)","(5.1, 1.6, -9.2)","(5.0, 1.2, -9.5)",
PLAYER_GAZE,201341,12/16/2024 1:42:15 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.2, 1.6, 0.3)",,,"(4.9, 0.0, -9.6)",
BAG_ACCESS,201800,12/16/2024 1:42:15 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0.0, 0.0, 0.0)",
PLAYER_POSITIONS,201857,12/16/2024 1:42:15 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 1.2, -9.2)","(5.0, 1.6, -9.2)","(4.9, 1.2, -9.5)",
PLAYER_GAZE,201857,12/16/2024 1:42:15 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.2, 1.6, 0.3)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,201857,12/16/2024 1:42:15 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 1.2, -9.2)","(5.0, 1.6, -9.2)","(4.9, 1.2, -9.5)",
PLAYER_GAZE,201857,12/16/2024 1:42:15 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.2, 1.6, 0.3)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,202357,12/16/2024 1:42:16 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 1.2, -9.3)","(5.0, 1.6, -9.2)","(4.8, 1.4, -9.4)",
PLAYER_GAZE,202357,12/16/2024 1:42:16 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.1, 1.6, 0.4)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,202357,12/16/2024 1:42:16 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 1.2, -9.3)","(5.0, 1.6, -9.2)","(4.8, 1.4, -9.4)",
PLAYER_GAZE,202357,12/16/2024 1:42:16 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.1, 1.6, 0.4)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,202861,12/16/2024 1:42:16 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.1, 1.2, -9.3)","(5.0, 1.6, -9.2)","(4.7, 1.5, -9.4)",
PLAYER_GAZE,202861,12/16/2024 1:42:16 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.1, 1.6, 0.4)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,202861,12/16/2024 1:42:16 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.1, 1.2, -9.3)","(5.0, 1.6, -9.2)","(4.7, 1.5, -9.4)",
PLAYER_GAZE,202861,12/16/2024 1:42:16 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.1, 1.6, 0.4)",,,"(4.9, 0.0, -9.6)",
TOOL_HOVER,203194,12/16/2024 1:42:16 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Pulse Oximeter,
PLAYER_POSITIONS,203362,12/16/2024 1:42:17 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.1, 1.2, -9.2)","(5.0, 1.6, -9.2)","(4.7, 1.5, -9.3)",
PLAYER_GAZE,203362,12/16/2024 1:42:17 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.1, 1.6, 0.4)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,203362,12/16/2024 1:42:17 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.1, 1.2, -9.2)","(5.0, 1.6, -9.2)","(4.7, 1.5, -9.3)",
PLAYER_GAZE,203362,12/16/2024 1:42:17 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.1, 1.6, 0.4)",,,"(4.9, 0.0, -9.6)",
TOOL_SELECTED,203694,12/16/2024 1:42:17 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Pulse Oximeter,
PLAYER_POSITIONS,203869,12/16/2024 1:42:17 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.1, 1.2, -9.2)","(5.0, 1.6, -9.2)","(4.8, 1.5, -9.3)",
PLAYER_GAZE,203869,12/16/2024 1:42:17 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.1, 1.6, 0.4)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,203869,12/16/2024 1:42:17 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.1, 1.2, -9.2)","(5.0, 1.6, -9.2)","(4.8, 1.5, -9.3)",
PLAYER_GAZE,203869,12/16/2024 1:42:17 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.1, 1.6, 0.4)",,,"(4.9, 0.0, -9.6)",
PATIENT_ENGAGED,204063,12/16/2024 1:42:17 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,fast,100,Infinity,normal,Upton,upset,supine,"(4.9, 0.0, -9.6)",fast,"(0.0, -0.3, 0.0, 1.0)",normal,IMMEDIATE,still,
PLAYER_POSITIONS,204385,12/16/2024 1:42:18 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.3, 1.1, -9.1)","(5.2, 1.5, -9.2)","(5.3, 1.1, -9.4)",
PLAYER_GAZE,204385,12/16/2024 1:42:18 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.4, 1.5, 0.4)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,204385,12/16/2024 1:42:18 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.3, 1.1, -9.1)","(5.2, 1.5, -9.2)","(5.3, 1.1, -9.4)",
PLAYER_GAZE,204385,12/16/2024 1:42:18 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.4, 1.5, 0.4)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,204897,12/16/2024 1:42:18 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 0.8, -9.0)","(5.4, 1.2, -9.2)","(5.5, 0.6, -9.4)",
PLAYER_POSITIONS,204897,12/16/2024 1:42:18 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 0.8, -9.0)","(5.4, 1.2, -9.2)","(5.5, 0.6, -9.4)",
PLAYER_POSITIONS,205407,12/16/2024 1:42:19 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 0.7, -9.0)","(5.4, 1.0, -9.2)","(5.6, 0.4, -9.5)",
PLAYER_POSITIONS,205407,12/16/2024 1:42:19 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 0.7, -9.0)","(5.4, 1.0, -9.2)","(5.6, 0.4, -9.5)",
TOOL_APPLIED,205767,12/16/2024 1:42:19 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,,,,,,,,ApplyPulseOximeter,PulseOximeterAttachPoint (UnityEngine.GameObject),,Pulse Oximeter(Clone) (UnityEngine.GameObject),Pulse Oximeter,
SP_O2_TAKEN,205767,12/16/2024 1:42:19 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,normal,
PLAYER_POSITIONS,205936,12/16/2024 1:42:19 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 0.7, -9.0)","(5.4, 1.1, -9.2)","(5.6, 0.4, -9.5)",
PLAYER_POSITIONS,205936,12/16/2024 1:42:19 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 0.7, -9.0)","(5.4, 1.1, -9.2)","(5.6, 0.4, -9.5)",
PLAYER_POSITIONS,206437,12/16/2024 1:42:20 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 0.8, -9.0)","(5.4, 1.2, -9.2)","(5.4, 0.4, -9.3)",
PLAYER_POSITIONS,206437,12/16/2024 1:42:20 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 0.8, -9.0)","(5.4, 1.2, -9.2)","(5.4, 0.4, -9.3)",
PLAYER_POSITIONS,206961,12/16/2024 1:42:20 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.3, 1.0, -9.0)","(5.3, 1.5, -9.2)","(5.2, 0.7, -9.2)",
PLAYER_GAZE,206961,12/16/2024 1:42:20 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.4, 1.5, 0.4)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,206961,12/16/2024 1:42:20 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.3, 1.0, -9.0)","(5.3, 1.5, -9.2)","(5.2, 0.7, -9.2)",
PLAYER_GAZE,206961,12/16/2024 1:42:20 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.4, 1.5, 0.4)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,207492,12/16/2024 1:42:21 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.3, 1.2, -9.2)","(5.1, 1.6, -9.1)","(5.2, 1.0, -9.3)",
PLAYER_GAZE,207492,12/16/2024 1:42:21 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.2, 1.6, 0.4)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,207492,12/16/2024 1:42:21 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.3, 1.2, -9.2)","(5.1, 1.6, -9.1)","(5.2, 1.0, -9.3)",
PLAYER_GAZE,207492,12/16/2024 1:42:21 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.2, 1.6, 0.4)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,208002,12/16/2024 1:42:21 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 1.3, -9.2)","(5.0, 1.6, -9.1)","(4.8, 0.9, -9.3)",
PLAYER_GAZE,208002,12/16/2024 1:42:21 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.1, 1.6, 0.5)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,208002,12/16/2024 1:42:21 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 1.3, -9.2)","(5.0, 1.6, -9.1)","(4.8, 0.9, -9.3)",
PLAYER_GAZE,208002,12/16/2024 1:42:21 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.1, 1.6, 0.5)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,208524,12/16/2024 1:42:22 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 1.2, -9.2)","(5.0, 1.6, -9.1)","(4.8, 0.9, -9.2)",
PLAYER_GAZE,208524,12/16/2024 1:42:22 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.1, 1.6, 0.5)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,208524,12/16/2024 1:42:22 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 1.2, -9.2)","(5.0, 1.6, -9.1)","(4.8, 0.9, -9.2)",
PLAYER_GAZE,208524,12/16/2024 1:42:22 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,Upton,,,,,,,,,"(0.1, 1.6, 0.5)",,,"(4.9, 0.0, -9.6)",
PLAYER_POSITIONS,209025,12/16/2024 1:42:22 PM,05cd1509-1d18-473f-8358-2b2edfe6a975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(5.2, 1.3, -9.2)","(5.1, 1.6, -9.1)","(4.9, 0.9, -9.2)",
